receptor,taxa,gene,orientation,chromosome,start,end
s1pr3,Homo_sapiens,SPIN1,+,9,88388443,88478693
s1pr3,Homo_sapiens,NXNL2,+,9,88535177,88584509
s1pr3,Homo_sapiens,S1PR3,+,9,88990862,89005154
s1pr3,Homo_sapiens,SHC3,-,9,89005770,89178817
s1pr3,Homo_sapiens,HYCCIN,+,9,89007517,89008176
s1pr3,Homo_sapiens,CKS2,+,9,89311194,89316702
s1pr3,Homo_sapiens,SECISBP2,+,9,89318499,89367116
s1pr3,Homo_sapiens,SEMA4D,-,9,89360786,89498112
s1pr3,Gallus_gallus,CFC1,-,Z,43023231,43036483
s1pr3,Gallus_gallus,LRRC2,+,Z,43078581,43148669
s1pr3,Gallus_gallus,CNTNAP4,-,Z,43445176,43666460
s1pr3,Gallus_gallus,SPIN1,+,Z,43790849,43866042
s1pr3,Gallus_gallus,NXNL2,+,Z,43880357,43901954
s1pr3,Gallus_gallus,S1PR3,+,Z,44047828,44059929
s1pr3,Gallus_gallus,SHC3,-,Z,44064717,44168679
s1pr3,Gallus_gallus,CKS2,+,Z,44165275,44168183
s1pr3,Gallus_gallus,SECISBP2,+,Z,44168663,44199160
s1pr3,Gallus_gallus,SEMA4D,-,Z,44198740,44299429
s1pr3,Gallus_gallus,GADD45G,+,Z,44331079,44332612
s1pr3,Chelonia_mydas,GADD45G,-,5,82863586,82865418
s1pr3,Chelonia_mydas,SEMA4D,+,5,82925375,83075137
s1pr3,Chelonia_mydas,SECISBP2,-,5,83080278,83133359
s1pr3,Chelonia_mydas,CKS2,-,5,83138161,83142602
s1pr3,Chelonia_mydas,SHC3,+,5,83197750,83282870
s1pr3,Chelonia_mydas,S1PR3,-,5,83293864,83305174
s1pr3,Chelonia_mydas,NXNL2,-,5,83528678,83542558
s1pr3,Chelonia_mydas,SPIN1,-,5,83566099,83685756
s1pr3,Chelonia_mydas,MYOSIN HEAD,+,5,83642662,83649926
s1pr3,Chelonia_mydas,RAG2,-,5,83735236,83782928
s1pr3,Chelonia_mydas,TEA1,-,5,83787639,83821870
s1pr3,Xenopus_tropicalis,SPIN1,-,1,137543831,137569997
s1pr3,Xenopus_tropicalis,NXNL2,+,1,137579212,137584704
s1pr3,Xenopus_tropicalis,ACR.4,+,1,137599433,137601522
s1pr3,Xenopus_tropicalis,ACR,+,1,137605849,137608162
s1pr3,Xenopus_tropicalis,ACR.2,+,1,137611980,137614271
s1pr3,Xenopus_tropicalis,S1PR3,+,1,137733938,137747391
s1pr3,Xenopus_tropicalis,TNIK,-,1,137757267,137761924
s1pr3,Xenopus_tropicalis,SHC3,-,1,137777120,137831461
s1pr3,Xenopus_tropicalis,CKS2,+,1,137846336,137849581
s1pr3,Xenopus_tropicalis,SECISBP2,+,1,137851326,137869821
s1pr3,Xenopus_tropicalis,SEMA4D,-,1,137870258,137949871
s1pr3,Protopterus_annectens,UGT2A1,+,2.part2,1080532948,1080832630
s1pr3,Protopterus_annectens,YTHDC1,-,2.part2,1081091915,1082479676
s1pr3,Protopterus_annectens,CLTCL1,+,2.part2,1082943848,1083222870
s1pr3,Protopterus_annectens,GNE,-,2.part2,1083309799,1084162746
s1pr3,Protopterus_annectens,NXNL2,+,2.part2,1085456842,1085493661
s1pr3,Protopterus_annectens,S1PR3,+,2.part2,1089235972,1089285285
s1pr3,Protopterus_annectens,S1PR3,+,2.part2,1089405413,1089406933
s1pr3,Protopterus_annectens,SHC3,-,2.part2,1089706115,1090289720
s1pr3,Protopterus_annectens,CKS2,+,2.part2,1091098350,1091280165
s1pr3,Protopterus_annectens,SECISBP2,+,2.part2,1091335427,1092929184
s1pr3,Protopterus_annectens,DPH7,+,2.part2,1091740595,1091894457
s1pr3,Protopterus_annectens,SEMA4D,-,2.part2,1093211721,1094799050
s1pr3,Latimeria_chalumnae,CNTNAP3,-,1,100642556,101026168
s1pr3,Latimeria_chalumnae,JRK,+,1,101033807,101035195
s1pr3,Latimeria_chalumnae,MFSD14,-,1,102470971,102552355
s1pr3,Latimeria_chalumnae,SPINZ,+,1,102788082,102912453
s1pr3,Latimeria_chalumnae,NXNL2,+,1,102970474,102986548
s1pr3,Latimeria_chalumnae,S1PR3,+,1,103407438,103422789
s1pr3,Latimeria_chalumnae,SHC3,-,1,103447562,103589635
s1pr3,Latimeria_chalumnae,TRANSPOSASE MUT,+,1,103643824,103649224
s1pr3,Latimeria_chalumnae,MYOSIN HEAD,+,1,103659970,103714823
s1pr3,Latimeria_chalumnae,CKS,+,1,103755983,103774021
s1pr3,Latimeria_chalumnae,SECISBP2,+,1,103795182,103872420
s1pr3,Danio_rerio,CIMAP1D,+,22,21143693,21149901
s1pr3,Danio_rerio,CKS2,-,22,21151719,21153224
s1pr3,Danio_rerio,SHC2,+,22,21153251,21198747
s1pr3,Danio_rerio,ANKRD24,-,22,21204323,21239372
s1pr3,Danio_rerio,SHDB,+,22,21245472,21311168
s1pr3,Danio_rerio,S1PR3A,-,22,21319793,21323394
s1pr3,Danio_rerio,MIER2,+,22,21364926,21396778
s1pr3,Danio_rerio,PLPP2B,+,22,21398276,21440596
s1pr3,Danio_rerio,TLE2A,+,22,21469959,21520581
s1pr3,Danio_rerio,TLE2B,-,22,21522350,21639444
s1pr3,Danio_rerio,TLE5,-,22,21642683,21698965
s1pr3,Scyliorhinus_canicula1,GADD45G,-,8,74807310,74809198
s1pr3,Scyliorhinus_canicula1,SEMA4D,+,8,74928193,75206022
s1pr3,Scyliorhinus_canicula1,SECISBP2L,-,8,75221216,75359298
s1pr3,Scyliorhinus_canicula1,CKS2,-,8,75405069,75414069
s1pr3,Scyliorhinus_canicula1,SHC3,+,8,75578092,75857379
s1pr3,Scyliorhinus_canicula1,S1PR3,-,8,75895215,75902137
s1pr3,Scyliorhinus_canicula1,NXNL2,-,8,76392601,76396971
s1pr3,Scyliorhinus_canicula1,SPINA,-,8,76417100,76525239
s1pr3,Scyliorhinus_canicula1,CBX3,+,8,76764594,76765028
s1pr3,Scyliorhinus_canicula1,MFSD14,+,8,76898020,77002721
s1pr3,Scyliorhinus_canicula1,SASS6,-,8,77037027,77127254
s1pr3,Scyliorhinus_canicula2,CELF5A,+,18,119438560,119950778
s1pr3,Scyliorhinus_canicula2,RGMD,-,18,119995000,120098540
s1pr3,Scyliorhinus_canicula2,HSD11B1L,-,18,120309659,120341433
s1pr3,Scyliorhinus_canicula2,MICOS13,+,18,120355253,120368248
s1pr3,Scyliorhinus_canicula2,SPIN1,-,18,120384591,120478860
s1pr3,Scyliorhinus_canicula2,S1PR3,+,18,120719411,120729524
s1pr3,Scyliorhinus_canicula2,WFIKKN1,-,18,120747310,120761708
s1pr3,Scyliorhinus_canicula2,WFIKKN2,+,18,120787138,120805012
s1pr3,Scyliorhinus_canicula2,EFNA5,-,18,121382432,121809860
s1pr3,Scyliorhinus_canicula2,CAMK4,+,18,122296417,122458319
s1pr3,Scyliorhinus_canicula2,PWWP3A,+,18,122472819,122551155
s1pr4,Homo_sapiens,TLE6,+,19,2977400,2995178
s1pr4,Homo_sapiens,TLE2,-,19,2997643,3047634
s1pr4,Homo_sapiens,TLE5,-,19,3052909,3062965
s1pr4,Homo_sapiens,GNA11,+,19,3094361,3123998
s1pr4,Homo_sapiens,GNA15,+,19,3136032,3163748
s1pr4,Homo_sapiens,S1PR4,+,19,3178768,3180331
s1pr4,Homo_sapiens,NCLN,+,19,3185929,3209574
s1pr4,Homo_sapiens,CELF5,+,19,3224660,3297075
s1pr4,Homo_sapiens,NFIC,+,19,3359629,3469216
s1pr4,Homo_sapiens,SMIM24,-,19,3473985,3480524
s1pr4,Homo_sapiens,SMIM44,-,19,3482109,3483440
s1pr4,Ornithorhynchus_anatinus,MAP1S,-,X1,115959804,115972727
s1pr4,Ornithorhynchus_anatinus,ZP4,+,X1,115982304,115988795
s1pr4,Ornithorhynchus_anatinus,RGML,+,X1,116036166,116051990
s1pr4,Ornithorhynchus_anatinus,CELF5,-,X1,116052976,116129394
s1pr4,Ornithorhynchus_anatinus,NCLN,-,X1,116143352,116156318
s1pr4,Ornithorhynchus_anatinus,S1PR4,-,X1,116170621,116172024
s1pr4,Ornithorhynchus_anatinus,GNA15,-,X1,116187326,116210388
s1pr4,Ornithorhynchus_anatinus,GNA11,-,X1,116224600,116261427
s1pr4,Ornithorhynchus_anatinus,TLE5,+,X1,116326564,116336989
s1pr4,Ornithorhynchus_anatinus,TLE2,+,X1,116361861,116385772
s1pr4,Ornithorhynchus_anatinus,TLE1,-,X1,116388255,116405833
s1pr4,Gallus_gallus,TLE2,-,28,1642659,1663492
s1pr4,Gallus_gallus,AES,-,28,1656786,1663757
s1pr4,Gallus_gallus,GNA11,+,28,1673547,1689515
s1pr4,Gallus_gallus,GZMB,-,28,1690084,1692043
s1pr4,Gallus_gallus,CTSG,-,28,1694298,1696378
s1pr4,Gallus_gallus,S1PR4,+,28,1699368,1702185
s1pr4,Gallus_gallus,NCLN,+,28,1702601,1714093
s1pr4,Gallus_gallus,CELF5,+,28,1714466,1748778
s1pr4,Gallus_gallus,HSD11B1L,-,28,1749589,1755318
s1pr4,Gallus_gallus,C19ORF70,+,28,1755387,1757996
s1pr4,Gallus_gallus,SAFB,-,28,1758544,1773249
s1pr4,Chelonia_mydas,HSD11B1L,+,25,9642817,9661388
s1pr4,Chelonia_mydas,RGMA,+,25,9690146,9706913
s1pr4,Chelonia_mydas,CELF5,-,25,9710388,9768923
s1pr4,Chelonia_mydas,SUB1,-,25,9775569,9782752
s1pr4,Chelonia_mydas,NCLN,-,25,9785608,9806862
s1pr4,Chelonia_mydas,S1PR4,-,25,9814694,9821594
s1pr4,Chelonia_mydas,MCPT1,+,25,9838716,9843049
s1pr4,Chelonia_mydas,GNA15,-,25,9853103,9861011
s1pr4,Chelonia_mydas,GNA11,-,25,9867431,9886731
s1pr4,Chelonia_mydas,TLE5,+,25,9924304,9944015
s1pr4,Chelonia_mydas,TLE2,+,25,9963448,9997836
s1pr4,Xenopus_tropicalis,SUGP2,+,1,114312304,114327085
s1pr4,Xenopus_tropicalis,MICOS13,-,1,114328655,114333379
s1pr4,Xenopus_tropicalis,HSD11B1L,+,1,114339393,114346693
s1pr4,Xenopus_tropicalis,CELF5,-,1,114351860,114418103
s1pr4,Xenopus_tropicalis,NCLN,-,1,114429569,114440963
s1pr4,Xenopus_tropicalis,S1PR4,-,1,114450209,114458420
s1pr4,Xenopus_tropicalis,PLPP2,+,1,114484814,114499475
s1pr4,Xenopus_tropicalis,TLE2,+,1,114537754,114577607
s1pr4,Xenopus_tropicalis,TLE5,-,1,114605289,114625502
s1pr4,Xenopus_tropicalis,GNA11,+,1,114650117,114665684
s1pr4,Xenopus_tropicalis,SHB,-,1,114719660,114841593
s1pr4,Protopterus_annectens,MYOSIN HEAD,-,13.part0,212427470,212429518
s1pr4,Protopterus_annectens,ZAP70,-,13.part0,212989652,213720088
s1pr4,Protopterus_annectens,ADAMTS10,+,13.part0,213845745,215063108
s1pr4,Protopterus_annectens,MYO1F,+,13.part0,215157003,216293903
s1pr4,Protopterus_annectens,NCLN,-,13.part0,216362386,216699220
s1pr4,Protopterus_annectens,S1PR4,-,13.part0,216781079,216801463
s1pr4,Protopterus_annectens,MCPT1,-,13.part0,216944825,217016091
s1pr4,Protopterus_annectens,GNA11,-,13.part0,217096733,217287894
s1pr4,Protopterus_annectens,GNA15,-,13.part0,217416352,217599497
s1pr4,Protopterus_annectens,TST,-,13.part0,217871952,217943177
s1pr4,Protopterus_annectens,SPMAP2,-,13.part0,218403263,218690777
s1pr4,Latimeria_chalumnae,PLPP2A,+,21,5725692,5763219
s1pr4,Latimeria_chalumnae,TLE2A,+,21,5804733,5863885
s1pr4,Latimeria_chalumnae,TLE4,-,21,5866196,5941361
s1pr4,Latimeria_chalumnae,TLE5,-,21,5991403,6010822
s1pr4,Latimeria_chalumnae,GNA11,+,21,6037218,6092112
s1pr4,Latimeria_chalumnae,S1PR4,+,21,6118425,6119646
s1pr4,Latimeria_chalumnae,TINCR,+,21,6176133,6182916
s1pr4,Latimeria_chalumnae,PTPRSA,+,21,6920861,7243772
s1pr4,Latimeria_chalumnae,KDM4B,-,21,7272077,7477720
s1pr4,Latimeria_chalumnae,UHRF1,-,21,7487587,7511294
s1pr4,Latimeria_chalumnae,KLF9,-,21,7524409,7537299
s1pr4,Danio_rerio,MYDGF,+,22,5368268,5378554
s1pr4,Danio_rerio,DUF6475,-,22,5373581,5381273
s1pr4,Danio_rerio,TNFAIP8L1,-,22,5386555,5404654
s1pr4,Danio_rerio,CERS1,+,22,5409078,5467014
s1pr4,Danio_rerio,NCLN,-,22,5467026,5485644
s1pr4,Danio_rerio,S1PR4,-,22,5553972,6079151
s1pr4,Danio_rerio,MYO9BL,+,22,5565475,5666308
s1pr4,Danio_rerio,G6B,-,22,5667719,5676111
s1pr4,Danio_rerio,DUF1199,+,22,5695745,5699155
s1pr4,Danio_rerio,DUF1199,+,22,5713576,5714682
s1pr4,Danio_rerio,DUF1199,+,22,5716047,5722558
s1pr4,Scyliorhinus_canicula,GTPBP2,-,18,118916256,118929272
s1pr4,Scyliorhinus_canicula,SLC39A3,-,18,118957823,118973421
s1pr4,Scyliorhinus_canicula,SGTA,-,18,118981172,119027176
s1pr4,Scyliorhinus_canicula,THOP1,+,18,119035326,119075568
s1pr4,Scyliorhinus_canicula,ZNF367,+,18,119082961,119107584
s1pr4,Scyliorhinus_canicula,S1PR4,+,18,119147885,119154289
s1pr4,Scyliorhinus_canicula,NCLN,-,18,119262525,119321686
s1pr4,Scyliorhinus_canicula,HAUS8,+,18,119322199,119377036
s1pr4,Scyliorhinus_canicula,CELF5A,+,18,119438560,119950778
s1pr4,Scyliorhinus_canicula,RGMD,-,18,119995000,120098540
s1pr4,Scyliorhinus_canicula,HSD11B1L,-,18,120309659,120341433
s1pr5,Homo_sapiens,ICAM3,-,19,10333775,10339623
s1pr5,Homo_sapiens,TYK2,-,19,10350532,10380571
s1pr5,Homo_sapiens,CDC37,-,19,10391132,10403541
s1pr5,Homo_sapiens,PDE4A,+,19,10416772,10469630
s1pr5,Homo_sapiens,KEAP1,-,19,10486124,10503355
s1pr5,Homo_sapiens,S1PR5,-,19,10512741,10517964
s1pr5,Homo_sapiens,ATG4D,+,19,10543903,10553417
s1pr5,Homo_sapiens,KRI1,-,19,10553084,10566009
s1pr5,Homo_sapiens,CDKN2D,-,19,10566459,10568978
s1pr5,Homo_sapiens,AP1M2,-,19,10572670,10587311
s1pr5,Homo_sapiens,SLC44A2,+,19,10602454,10644556
s1pr5,Ornithorhynchus_anatinus,ICAM3,-,X2,7994290,7998128
s1pr5,Ornithorhynchus_anatinus,TYK2,-,X2,7998827,8010945
s1pr5,Ornithorhynchus_anatinus,CDC37,-,X2,8013048,8017474
s1pr5,Ornithorhynchus_anatinus,PDE4A,+,X2,8035932,8041863
s1pr5,Ornithorhynchus_anatinus,KEAP1,-,X2,8044283,8050372
s1pr5,Ornithorhynchus_anatinus,S1PR5,-,X2,8052572,8056492
s1pr5,Ornithorhynchus_anatinus,ATG4D,+,X2,8063695,8066811
s1pr5,Ornithorhynchus_anatinus,KRI1,-,X2,8067034,8072951
s1pr5,Ornithorhynchus_anatinus,CDKN2D,-,X2,8073455,8075514
s1pr5,Ornithorhynchus_anatinus,AP1M2,-,X2,8076340,8086820
s1pr5,Ornithorhynchus_anatinus,SLC44A2,+,X2,8090362,8107425
s1pr5,Chelonia_mydas,AP1M2,+,20,17438623,17453004
s1pr5,Chelonia_mydas,CDKN2D,+,20,17454745,17457633
s1pr5,Chelonia_mydas,KRI1,+,20,17459563,17470936
s1pr5,Chelonia_mydas,GAL3ST1,+,20,17473042,17476879
s1pr5,Chelonia_mydas,ATG4D,-,20,17476868,17486855
s1pr5,Chelonia_mydas,S1PR5,+,20,17508015,17514675
s1pr5,Chelonia_mydas,KEAP1,+,20,17519594,17529417
s1pr5,Chelonia_mydas,SPC24,-,20,17529351,17533650
s1pr5,Chelonia_mydas,PDE4A,-,20,17535012,17647572
s1pr5,Chelonia_mydas,PDE4B,-,20,17668990,17694393
s1pr5,Chelonia_mydas,CDC37,+,20,17708257,17719331
s1pr5,Xenopus_tropicalis,CDC37,-,3,137659946,137669930
s1pr5,Xenopus_tropicalis,PDE4A,+,3,137694339,138008829
s1pr5,Xenopus_tropicalis,SPC24,+,3,138025897,138034577
s1pr5,Xenopus_tropicalis,KEAP1,-,3,138039171,138057548
s1pr5,Xenopus_tropicalis,ATG4D,+,3,138057775,138183680
s1pr5,Xenopus_tropicalis,S1PR5,-,3,138070092,138082783
s1pr5,Xenopus_tropicalis,ESYT1,-,3,138106835,138111894
s1pr5,Xenopus_tropicalis,ESYT1,-,3,138122357,138175213
s1pr5,Xenopus_tropicalis,KRI1,-,3,138183630,138194940
s1pr5,Xenopus_tropicalis,CDKN2D,-,3,138200170,138212615
s1pr5,Xenopus_tropicalis,AP1M2,-,3,138228102,138238797
s1pr5,Protopterus_annectens,OR6B1,+,9.part0,1682434043,1682434780
s1pr5,Protopterus_annectens,OR10A3,-,9.part0,1683459509,1683460468
s1pr5,Protopterus_annectens,OR10J4,-,9.part0,1683888973,1683889941
s1pr5,Protopterus_annectens,OR2B6,-,9.part0,1684486915,1684487880
s1pr5,Protopterus_annectens,A4GNT,+,9.part0,1689792497,1689793444
s1pr5,Protopterus_annectens,S1PR5,+,9.part0,1690702177,1690849520
s1pr5,Protopterus_annectens,KEAP1,+,9.part0,1691535874,1692286714
s1pr5,Protopterus_annectens,SPC24,-,9.part0,1692522959,1693276222
s1pr5,Protopterus_annectens,MYOSIN HEAD,+,9.part0,1693457522,1693917348
s1pr5,Protopterus_annectens,PDE4A,-,9.part0,1693995022,1695510751
s1pr5,Protopterus_annectens,PDE4B,-,9.part0,1697660748,1698359817
s1pr5,Latimeria_chalumnae,RTBDN,+,6,134973111,135026334
s1pr5,Latimeria_chalumnae,RNASEH2A,-,6,135034177,135075591
s1pr5,Latimeria_chalumnae,HOOK2,-,6,135094646,135156463
s1pr5,Latimeria_chalumnae,JUNBA,+,6,135349173,135351171
s1pr5,Latimeria_chalumnae,PRDX2,-,6,135376263,135430884
s1pr5,Latimeria_chalumnae,S1PR5,-,6,135435308,135451795
s1pr5,Latimeria_chalumnae,BEST2,-,6,135616221,135637606
s1pr5,Latimeria_chalumnae,GET3,-,6,135667752,135698118
s1pr5,Latimeria_chalumnae,TRIR,+,6,135698314,135712626
s1pr5,Latimeria_chalumnae,RNF11A,-,6,135728529,135745872
s1pr5,Latimeria_chalumnae,SSX2IP,-,6,135752803,135765750
s1pr5,Danio_rerio1,IL12RB2L,+,3,18000671,18027598
s1pr5,Danio_rerio1,SMARCA4A,+,3,18030354,18066436
s1pr5,Danio_rerio1,LDLRA,+,3,18083702,18108306
s1pr5,Danio_rerio1,KRI1,+,3,18121109,18139808
s1pr5,Danio_rerio1,SPC24,+,3,18140523,18148583
s1pr5,Danio_rerio1,S1PR5,-,3,18149559,18153004
s1pr5,Danio_rerio1,PDE6G,+,3,18227330,18238111
s1pr5,Danio_rerio1,PDE6GA,+,3,18241321,18246350
s1pr5,Danio_rerio1,CTRB1,-,3,18268106,18276156
s1pr5,Danio_rerio1,PRSS27,-,3,18286999,18298715
s1pr5,Danio_rerio1,DUF316,-,3,18338014,18341470
s1pr5,Danio_rerio2,LDLRB,+,6,169355,177946
s1pr5,Danio_rerio2,AP1M2,+,6,180418,187567
s1pr5,Danio_rerio2,CDKN2D,+,6,187845,189507
s1pr5,Danio_rerio2,LRRC8E,-,6,193000,199161
s1pr5,Danio_rerio2,KEAP1B,-,6,199706,206539
s1pr5,Danio_rerio2,S1PR5,-,6,207903,212996
s1pr5,Danio_rerio2,FDX2,+,6,220112,223562
s1pr5,Danio_rerio2,ZGLP1,+,6,223676,228005
s1pr5,Danio_rerio2,LYL1,+,6,231988,238834
s1pr5,Danio_rerio2,DUF6475,-,6,241596,249828
s1pr5,Danio_rerio2,HMGXB4B,-,6,250316,258373
s1pr5,Scyliorhinus_canicula,GTF2F1,-,25,1640598,1666313
s1pr5,Scyliorhinus_canicula,YJU2B,-,25,1679722,1704946
s1pr5,Scyliorhinus_canicula,S1PR2,-,25,1733698,1745622
s1pr5,Scyliorhinus_canicula,S1PR2,-,25,1809092,1879681
s1pr5,Scyliorhinus_canicula,HMCN1,+,25,2037607,2376877
s1pr5,Scyliorhinus_canicula,S1PR5,+,25,2434701,2446033
s1pr5,Scyliorhinus_canicula,SPC24,-,25,2473035,2489240
s1pr5,Scyliorhinus_canicula,DENND1B,+,25,2489430,2580875
s1pr5,Scyliorhinus_canicula,CRB3,-,25,2584726,2609121
s1pr5,Scyliorhinus_canicula,TMEM205,-,25,2626778,2638574
s1pr5,Scyliorhinus_canicula,MYH13,+,25,2635854,2671419
s1pr_petromyzon,Petromyzon_marinus1,FAF1,-,1,26417349,26437884
s1pr_petromyzon,Petromyzon_marinus1,CDKN2B,+,1,26444700,26449053
s1pr_petromyzon,Petromyzon_marinus1,MYOSIN HEAD,+,1,26449517,26458307
s1pr_petromyzon,Petromyzon_marinus1,DAB1,-,1,26458929,26495443
s1pr_petromyzon,Petromyzon_marinus1,PRXL2C,+,1,26506865,26521071
s1pr_petromyzon,Petromyzon_marinus1,S1PR-LIKE,+,1,26535226,26550606
s1pr_petromyzon,Petromyzon_marinus1,S1PR-LIKE,+,1,26551688,26563434
s1pr_petromyzon,Petromyzon_marinus1,MYOSIN HEAD,+,1,26572163,26588960
s1pr_petromyzon,Petromyzon_marinus1,NFIX,+,1,26594901,26633958
s1pr_petromyzon,Petromyzon_marinus1,CLK3,+,1,26639867,26654765
s1pr_petromyzon,Petromyzon_marinus1,SUGP1,-,1,26661706,26675393
s1pr_petromyzon,Petromyzon_marinus1,RASL11B,+,1,26676185,26684291
s1pr_petromyzon,Petromyzon_marinus2,PLPP3,-,35,1266069,1313141
s1pr_petromyzon,Petromyzon_marinus2,MMACHC,+,35,1323059,1330335
s1pr_petromyzon,Petromyzon_marinus2,SLC30A7,+,35,1331203,1357277
s1pr_petromyzon,Petromyzon_marinus2,DPH5,-,35,1372225,1398167
s1pr_petromyzon,Petromyzon_marinus2,ZK1290.5,+,35,1398205,1521569
s1pr_petromyzon,Petromyzon_marinus2,S1PR-LIKE,+,35,1521825,1541398
s1pr_petromyzon,Petromyzon_marinus2,CDCP2,+,35,1545873,1553929
s1pr_petromyzon,Petromyzon_marinus2,MYOSIN HEAD,+,35,1553921,1562131
s1pr_petromyzon,Petromyzon_marinus2,MYOSIN HEAD,+,35,1558133,1575180
s1pr_petromyzon,Petromyzon_marinus2,SSBP2,-,35,1581345,1745185
s1pr_petromyzon,Petromyzon_marinus2,ACOT11,+,35,1788758,1826349
lpar1,Homo_sapiens,C9ORF152,-,9,110199560,110208158
lpar1,Homo_sapiens,TXN,-,9,110243809,110256506
lpar1,Homo_sapiens,TXNDC8,-,9,110301230,110337862
lpar1,Homo_sapiens,SVEP1,-,9,110365247,110579740
lpar1,Homo_sapiens,MUSK,+,9,110668790,110806557
lpar1,Homo_sapiens,LPAR1,-,9,110873262,111038997
lpar1,Homo_sapiens,OR2K2,-,9,111327228,111330223
lpar1,Homo_sapiens,ECPAS,-,9,111360684,111484382
lpar1,Homo_sapiens,ZNF483,+,9,111525178,111578135
lpar1,Homo_sapiens,PTGR1,-,9,111549721,111599646
lpar1,Homo_sapiens,DNAJC25,+,9,111631333,111654344
lpar1,Ornithorhynchus_anatinus,NPR1,-,X5,40855794,40930272
lpar1,Ornithorhynchus_anatinus,PTGR1,+,X5,40961248,40989845
lpar1,Ornithorhynchus_anatinus,TXNL1,-,X5,40995962,41004378
lpar1,Ornithorhynchus_anatinus,SVEP1,-,X5,41100532,41330742
lpar1,Ornithorhynchus_anatinus,MUSK,+,X5,41415592,41523670
lpar1,Ornithorhynchus_anatinus,LPAR1,-,X5,41597922,41754865
lpar1,Ornithorhynchus_anatinus,PLIN2,+,X5,42091716,42105763
lpar1,Ornithorhynchus_anatinus,PLIN2,+,X5,42115085,42121954
lpar1,Ornithorhynchus_anatinus,HAUS6,+,X5,42132070,42170368
lpar1,Ornithorhynchus_anatinus,SAXO1,+,X5,42181559,42245690
lpar1,Ornithorhynchus_anatinus,ADAMTSL1,-,X5,42258183,42578582
lpar1,Gallus_gallus,PTGR1,+,Z,67177173,67196642
lpar1,Gallus_gallus,TOPORS,-,Z,67197466,67203361
lpar1,Gallus_gallus,TXN,-,Z,67208386,67213740
lpar1,Gallus_gallus,SVEP1,-,Z,67230307,67355762
lpar1,Gallus_gallus,MUSK,+,Z,67362598,67455624
lpar1,Gallus_gallus,LPAR1,-,Z,67497773,67565889
lpar1,Gallus_gallus,PHF7,+,Z,67604870,67608391
lpar1,Gallus_gallus,NPR1,+,Z,67719011,67771556
lpar1,Gallus_gallus,TMEM215,-,Z,67778698,67782334
lpar1,Gallus_gallus,TOPORS,+,Z,67810283,67815005
lpar1,Gallus_gallus,MROH7L7,+,Z,67904362,67916486
lpar1,Chelonia_mydas,NDUFB6,-,5,116502696,116506058
lpar1,Chelonia_mydas,SUN3,-,5,116533030,116553610
lpar1,Chelonia_mydas,TMEM215,+,5,116614672,116618827
lpar1,Chelonia_mydas,NPR2,-,5,116626741,116667794
lpar1,Chelonia_mydas,TOPORS,+,5,116706580,116814303
lpar1,Chelonia_mydas,LPAR1,+,5,116920279,117021057
lpar1,Chelonia_mydas,MUSK,-,5,117072258,117161931
lpar1,Chelonia_mydas,SVEP1,+,5,117228148,117399761
lpar1,Chelonia_mydas,TXN,+,5,117429618,117451764
lpar1,Chelonia_mydas,PTGR1,-,5,117461195,117525642
lpar1,Chelonia_mydas,TXN,+,5,117470884,117481134
lpar1,Xenopus_tropicalis,TXNL1,-,1,115347288,115355476
lpar1,Xenopus_tropicalis,TXN,-,1,115358006,115365885
lpar1,Xenopus_tropicalis,TXN,-,1,115379077,115384699
lpar1,Xenopus_tropicalis,XB5961763,-,1,115403626,115409796
lpar1,Xenopus_tropicalis,TXN,-,1,115429182,115434568
lpar1,Xenopus_tropicalis,LPAR1,+,1,115568014,115650879
lpar1,Xenopus_tropicalis,MUSK,-,1,115687923,115747796
lpar1,Xenopus_tropicalis,SVEP1,+,1,115807222,115977357
lpar1,Xenopus_tropicalis,XB5909790,+,1,116012755,116024458
lpar1,Xenopus_tropicalis,GRIN3A,+,1,116767374,116950638
lpar1,Xenopus_tropicalis,PLPPR1,-,1,116978142,117044830
lpar1,Protopterus_annectens,FSD1L,+,2.part0,703837513,704750713
lpar1,Protopterus_annectens,NFKB1,-,2.part0,704993013,705765904
lpar1,Protopterus_annectens,ECPAS,-,2.part0,706725242,708884139
lpar1,Protopterus_annectens,MYOSIN HEAD,-,2.part0,709367722,709758573
lpar1,Protopterus_annectens,MUSK,+,2.part0,714193923,715922590
lpar1,Protopterus_annectens,LPAR1,-,2.part0,717499216,717738084
lpar1,Protopterus_annectens,SVEP1,+,2.part0,720023296,722276283
lpar1,Protopterus_annectens,TXNL1,+,2.part0,723077174,723137849
lpar1,Protopterus_annectens,TXNL1,+,2.part0,723333735,723430007
lpar1,Protopterus_annectens,TXNL1,+,2.part0,724215484,724594713
lpar1,Protopterus_annectens,RAD23B,-,2.part0,724830696,726578881
lpar1,Latimeria_chalumnae,TXN,-,1,177023770,177037560
lpar1,Latimeria_chalumnae,TXNL1,-,1,177135112,177174243
lpar1,Latimeria_chalumnae,SVEP1,-,1,177209346,177303273
lpar1,Latimeria_chalumnae,SVEP1,-,1,177337935,177484354
lpar1,Latimeria_chalumnae,MUSK,+,1,177582610,177778124
lpar1,Latimeria_chalumnae,LPAR1,-,1,177822837,177976511
lpar1,Latimeria_chalumnae,ECPAS,+,1,178398866,178522671
